Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1995-04-03 00:00:00-04:00,29.50067880609729,29.583494186401367,29.48227538825194,29.583494186401367,193300,0.0,0.0,0.0
1995-04-04 00:00:00-04:00,29.592710572797966,29.776744842529297,29.592710572797966,29.776744842529297,66900,0.0,0.0,0.0
1995-04-05 00:00:00-04:00,29.71233284812333,29.804349982989,29.693929421150198,29.776744842529297,107200,0.0,0.0,0.0
1995-04-06 00:00:00-04:00,29.850360121045796,29.9147721188409,29.79514983722142,29.88716697692871,352500,0.0,0.0,0.0
1995-04-07 00:00:00-04:00,29.95157140722995,29.95157140722995,29.721528616083788,29.859554290771484,361400,0.0,0.0,0.0
1995-04-10 00:00:00-04:00,29.813543675826608,29.914762496948242,29.795140253804494,29.914762496948242,285400,0.0,0.0,0.0
1995-04-11 00:00:00-04:00,29.98837582682386,29.997577537725,29.795139897899862,29.81354331970215,250300,0.0,0.0,0.0
1995-04-12 00:00:00-04:00,29.859552230881896,29.914762496948242,29.804341964815553,29.914762496948242,150900,0.0,0.0,0.0
1995-04-13 00:00:00-04:00,29.96997610776568,30.089598364259682,29.951572683689683,30.08039665222168,243400,0.0,0.0,0.0
1995-04-17 00:00:00-04:00,30.190818345876842,30.21842348304162,29.813548137958232,29.90556526184082,178900,0.0,0.0,0.0
1995-04-18 00:00:00-04:00,29.93317963452058,29.93317963452058,29.730741899519213,29.80435562133789,329500,0.0,0.0,0.0
1995-04-19 00:00:00-04:00,29.804349982989,29.868761977394964,29.620315713257668,29.776744842529297,223000,0.0,0.0,0.0
1995-04-20 00:00:00-04:00,29.859562670511437,29.905571241652442,29.703133528632026,29.822755813598633,207900,0.0,0.0,0.0
1995-04-21 00:00:00-04:00,29.83195833739672,29.979185769043344,29.83195833739672,29.96998405456543,145000,0.0,0.0,0.0
1995-04-24 00:00:00-04:00,29.951561327226607,30.319629669189453,29.951561327226607,30.319629669189453,169000,0.0,0.0,0.0
1995-04-25 00:00:00-04:00,30.273636610712575,30.319645176990253,30.21842633117936,30.23682975769043,293200,0.0,0.0,0.0
1995-04-26 00:00:00-04:00,30.181619395380437,30.282838240913726,30.108005689538047,30.264434814453125,204400,0.0,0.0,0.0
1995-04-27 00:00:00-04:00,30.218405763199737,30.356431368086458,30.20000234921484,30.338027954101562,502200,0.0,0.0,0.0
1995-04-28 00:00:00-04:00,30.328862948680484,30.430081848084455,30.13562686800018,30.38407325744629,130800,0.0,0.0,0.0
1995-05-01 00:00:00-04:00,30.356455020690234,30.42086701982477,30.301244735717777,30.301244735717773,518700,0.0,0.0,0.0
1995-05-02 00:00:00-04:00,30.328854758522724,30.411670199307526,30.264442749023434,30.36566162109375,228400,0.0,0.0,0.0
1995-05-03 00:00:00-04:00,30.466876608557282,30.788936614990234,30.466876608557282,30.788936614990234,724700,0.0,0.0,0.0
1995-05-04 00:00:00-04:00,30.82573907227037,31.028176761700205,30.696915088087746,30.77052879333496,311400,0.0,0.0,0.0
1995-05-05 00:00:00-04:00,30.899357362849983,30.899357362849983,30.66931449981507,30.733726501464844,314900,0.0,0.0,0.0
1995-05-08 00:00:00-04:00,30.70611499294231,31.055780072274587,30.678509855100287,30.954561233520508,183100,0.0,0.0,0.0
1995-05-09 00:00:00-04:00,31.083394876586222,31.120201738488632,30.88095713612296,30.926965713500977,180600,0.0,0.0,0.0
1995-05-10 00:00:00-04:00,31.009772755593104,31.01897446857696,30.816536782932136,30.963764190673828,330300,0.0,0.0,0.0
1995-05-11 00:00:00-04:00,31.0097629838818,31.04656982421875,30.90854417295518,31.04656982421875,351700,0.0,0.0,0.0
1995-05-12 00:00:00-04:00,30.92694437955793,31.138583689504323,30.917742670429824,31.064970016479492,94600,0.0,0.0,0.0
1995-05-15 00:00:00-04:00,31.147803422415034,31.212215423583984,31.08339142124608,31.212215423583984,147200,0.0,0.0,0.0
1995-05-16 00:00:00-04:00,31.203002852696702,31.304221676459505,31.14779258518972,31.230607986450195,221600,0.0,0.0,0.0
1995-05-17 00:00:00-04:00,31.230628106411444,31.239829823590707,31.08340063154327,31.111005783081055,189200,0.0,0.0,0.0
1995-05-18 00:00:00-04:00,31.055786100183784,31.074189528983894,30.66011238098144,30.660112380981445,577800,0.0,0.0,0.0
1995-05-19 00:00:00-04:00,30.614091062517172,30.73371329991204,30.568082509672994,30.678503036499023,363900,0.0,0.0,0.0
1995-05-22 00:00:00-04:00,30.77974112371209,31.06499432994081,30.76133769105217,31.018985748291016,216000,0.0,0.0,0.0
1995-05-23 00:00:00-04:00,31.074188789152384,31.304231643676758,30.982171647342632,31.304231643676758,136800,0.0,0.0,0.0
1995-05-24 00:00:00-04:00,31.359435613295613,31.460654448901906,31.09258595578811,31.28582191467285,370800,0.0,0.0,0.0
1995-05-25 00:00:00-04:00,31.193808511604534,31.34103592640857,31.0465810968005,31.313430786132812,379900,0.0,0.0,0.0
1995-05-26 00:00:00-04:00,31.193805761484697,31.203007474098705,30.834938969538413,30.954561233520508,518600,0.0,0.0,0.0
1995-05-30 00:00:00-04:00,31.02817751146873,31.110992931873007,30.844143243903673,30.945362091064453,61500,0.0,0.0,0.0
1995-05-31 00:00:00-04:00,30.890149286805176,31.589479446411133,30.890149286805176,31.589479446411133,564500,0.0,0.0,0.0
1995-06-01 00:00:00-04:00,31.451452095931934,31.745906884425153,31.359434974527804,31.506662368774414,810100,0.0,0.0,0.0
1995-06-02 00:00:00-04:00,31.377859196302527,31.755129644117307,31.267438577429907,31.53428840637207,112900,0.0,0.0,0.0
1995-06-05 00:00:00-04:00,31.534263080344676,31.82871782752035,31.506657947796956,31.72749900817871,257200,0.0,0.0,0.0
1995-06-06 00:00:00-04:00,31.699909299421563,31.81032988333827,31.672304153442383,31.672304153442383,165800,0.0,0.0,0.0
1995-06-07 00:00:00-04:00,31.607881202318957,31.626284626599784,31.46985552021276,31.506662368774414,41900,0.0,0.0,0.0
1995-06-08 00:00:00-04:00,31.49746596617777,31.589483103093276,31.433053970336914,31.433053970336914,141100,0.0,0.0,0.0
1995-06-09 00:00:00-04:00,31.368636156560676,31.405443004500317,31.064979661058622,31.249013900756836,304900,0.0,0.0,0.0
1995-06-12 00:00:00-04:00,31.350231597922733,31.552669254263886,31.331828174618995,31.423845291137695,378500,0.0,0.0,0.0
1995-06-13 00:00:00-04:00,31.571072982885333,31.782712352925078,31.543467847662757,31.76430892944336,120000,0.0,0.0,0.0
1995-06-14 00:00:00-04:00,31.71830235539605,31.773512629295784,31.617083519913212,31.736705780029297,389400,0.0,0.0,0.0
1995-06-15 00:00:00-04:00,31.782715843676417,31.939144960451895,31.727505567167423,31.874732971191406,274500,0.0,0.0,0.0
1995-06-16 00:00:00-04:00,31.81200311248815,31.96935081481934,31.81200311248815,31.969350814819336,325100,0.316,0.0,0.0
1995-06-19 00:00:00-04:00,32.0619094023007,32.34883757535824,32.043397907264726,32.330326080322266,134600,0.0,0.0,0.0
1995-06-20 00:00:00-04:00,32.23778022936921,32.34884923963404,32.2192687276584,32.24703598022461,287800,0.0,0.0,0.0
1995-06-21 00:00:00-04:00,32.348870984580856,32.37663825581226,32.228546142578125,32.228546142578125,158200,0.0,0.0,0.0
1995-06-22 00:00:00-04:00,32.36734962355253,32.67278929686601,32.36734962355253,32.65427780151367,297000,0.0,0.0,0.0
1995-06-23 00:00:00-04:00,32.58023704869,32.59874854701312,32.48767955707441,32.58949279785156,315400,0.0,0.0,0.0
